ID,Country,City,School,City Confidence,Notes,Source Page
1231,Mexico,Guadalajara,Prepa Tec Guadalajara,High,,pan_z
1232,Mexico,Isla Mujeres,Volunquest Isla Mujers,High,Source typo: Isla Mujeres,pan_z
1233,Mexico,Mexico City,Westhill Institute,High,,pan_z
1234,Mexico,Mexico City,Wingate School,Medium,,pan_z
1235,Mexico,Mexico City,Winpenny School,High,,pan_z
1236,Moldova,Chisinau,Heritage International School,High,,pan_z
1237,Moldova,Chisinau,QSI International School of Chisinau,High,,pan_z
1238,Monaco,Monaco,British School Monaco,High,,pan_z
1239,Monaco,Monaco,International School of Monaco,High,,pan_z
1240,Mongolia,Ulaanbaatar,American School of Ulaanbaatar,High,,pan_z
1241,Mongolia,Ulaanbaatar,British School Ulaanbaatar,High,,pan_z
1242,Mongolia,Ulaanbaatar,Canadian School Ulaanbaatar,High,,pan_z
1243,Mongolia,Ulaanbaatar,English School Mongolia,High,,pan_z
1244,Mongolia,Ulaanbaatar,International School of Ulaanbaatar,High,,pan_z
1245,Mongolia,Ulaanbaatar,Jet International School,Medium,,pan_z
1246,Mongolia,Ulaanbaatar,Orchlon International School,High,,pan_z
1247,Montenegro,Tivat,Boka School International,Medium,,pan_z
1248,Montenegro,Tivat,Knightsbridge School International,High,,pan_z
1249,Morocco,Ifrane,Al Akhawayn School of Ifrane,High,,pan_z
1250,Morocco,Casablanca,American Academy Casablanca,High,,pan_z
1251,Morocco,Marrakesh,American School of Marrakesh,High,,pan_z
1252,Morocco,Tangier,American School of Tangier,High,,pan_z
1253,Morocco,Marrakesh,British Academy School Marrakech,High,,pan_z
1254,Morocco,Casablanca,British International School Casablanca,High,,pan_z
1255,Morocco,Casablanca,Casablanca American School,High,,pan_z
1256,Morocco,Rabat,Dar Essalam American School,Medium,,pan_z
1257,Morocco,Casablanca,George Washington Academy,High,,pan_z
1258,Morocco,Casablanca,International School Morocco,Medium,,pan_z
1259,Morocco,Casablanca,Khalil Gibran School,Low,,pan_z
1260,Morocco,Casablanca,London Academy Casablanca,High,,pan_z
1261,Morocco,Rabat,Rabat American School,High,,pan_z
1262,Mozambique,Maputo,American International School,High,AIS of Mozambique,pan_z
1263,Myanmar,Yangon,Asia Language and Business Academy (ALBA),Medium,,pan_z
1264,Myanmar,Yangon,Ayeyarwaddy International School,Medium,,pan_z
1265,Myanmar,Yangon,Brainworks – Total International School,High,,pan_z
1266,Myanmar,Yangon,British School Yangon,High,,pan_z
1267,Myanmar,Mandalay,Dagun International School,High,,pan_z
1268,Myanmar,Yangon,Dulwich College Yangon,High,,pan_z
1269,Myanmar,Mandalay,Higher Cambridge International School,High,,pan_z
1270,Myanmar,Mandalay,Higher Champs International School,High,,pan_z
1271,Myanmar,Yangon,International Language & Business Centre,High,ILBC; multiple campuses nationwide,pan_z
1272,Myanmar,Mandalay,International School Mandalay,High,,pan_z
1273,Myanmar,Yangon,International School Myanmar,High,,pan_z
1274,Myanmar,Yangon,International School Yangon,High,,pan_z
1275,Myanmar,Yangon,Leading Asia Myanmar International School,Medium,,pan_z
1276,Myanmar,Mandalay,Mandalay International School Acumen,High,,pan_z
1277,Myanmar,Yangon,Myanmar Interna'l Educational Services,Medium,Source abbreviation in name,pan_z
1278,Myanmar,Yangon,Myanmar International School,High,,pan_z
1279,Myanmar,Yangon,Myanmar International School Yangon,High,,pan_z
1280,Myanmar,Naypyidaw,Naypyitaw International Science Academy,High,,pan_z
1281,Myanmar,Yangon,Network International School,High,,pan_z
1282,Myanmar,Yangon,Pride International School,Medium,Also has a Mandalay campus; main campus Yangon,pan_z
1283,Myanmar,Yangon,Shu Khinn Thar International College,Medium,,pan_z
1284,Myanmar,Yangon,Thalun International School,Medium,Also has a Mandalay campus; main campus Yangon,pan_z
1285,Myanmar,Yangon,Yangon Academy International School,High,,pan_z
1286,Myanmar,Yangon,Yangon International School,High,,pan_z
1287,Namibia,Windhoek,Windhoek International,High,,pan_z
1288,Nepal,Kathmandu,British School Kathmandu,High,,pan_z
1289,Nepal,Kathmandu,Lincoln School,High,,pan_z
1290,Netherlands,Rotterdam,American International School Rotterdam,High,,pan_z
1291,Netherlands,Wassenaar,American School of the Hague,High,"Campus in Wassenaar, adjacent to The Hague",pan_z
1292,Netherlands,The Hague,British School Netherlands,High,Multiple campuses in The Hague/Voorschoten/Leidschenveen,pan_z
1293,Netherlands,Amstelveen,International School Amsterdam,High,"Located in Amstelveen, Amsterdam suburb",pan_z
1294,Netherlands,Ommen,International School Eerde,High,,pan_z
1295,Netherlands,Eindhoven,International School Eindhoven,High,,pan_z
1296,Netherlands,Hilversum,International School Hilversum,High,,pan_z
1297,Netherlands,The Hague,International School of the Hague,High,,pan_z
1298,Netherlands,Apeldoorn,Wittenborg University of Applied Sciences,High,"University, not a school; also Amsterdam campus",pan_z
1299,Nicaragua,Managua,American Nicaraguan School,High,,pan_z
1300,Nicaragua,San Juan del Sur,San Juan del Sur Day School,High,,pan_z
1301,Nicaragua,Managua,St. Augustine Preparatory School,High,,pan_z
1302,Niger,Niamey,American International School of Niamey,High,,pan_z
1303,Nigeria,Abuja,American International School of Abuja,High,,pan_z
1304,Nigeria,Lagos,Ameican International School Lagos,High,"Typo on source: ""Ameican"" = American",pan_z
1305,Nigeria,Lagos,British International School,High,"Lekki, Lagos",pan_z
1306,Nigeria,Lagos,Children's International School,High,"Lekki, Lagos",pan_z
1307,Nigeria,Abeokuta,Day Waterman College,High,"Asu, Ogun State near Abeokuta",pan_z
1308,Nigeria,Abuja,Glisten International Academy,High,,pan_z
1309,Nigeria,Ibadan,International School of IITA,High,,pan_z
1310,Nigeria,Abuja,Jewels Leading Lights International,High,,pan_z
1311,Nigeria,Kaduna,Kaduna International School,High,,pan_z
1312,Nigeria,Lagos,Lekki British lnternational School Lagos,High,"Typo on source: ""lnternational""",pan_z
1313,Nigeria,Lagos,MCF Demonstration Schools,Low,Could not confirm location,pan_z
1314,Nigeria,Abuja,Regent School Abuja,High,,pan_z
1315,Nigeria,Lagos,Saint Saviour's School Ikoyi,High,,pan_z
1316,Nigeria,Calabar,Surefoot American International School,High,,pan_z
1317,Nigeria,Abuja,Whiteplains British School,High,,pan_z
1318,Northern Mariana Islands,Saipan,Saipan International School,High,,pan_z
1319,Norway,Kristiansand,A+ World Academy,Medium,"Ship-based school (Sørlandet), home port Kristiansand",pan_z
1320,Norway,Stavanger,British International School Stavanger,High,,pan_z
1321,Norway,Fredrikstad,Children's International School,Medium,Group with several campuses; main campus Fredrikstad,pan_z
1322,Norway,Gjøvik,Gjøvikregionen International School,High,,pan_z
1323,Norway,Bergen,International School of Bergen,High,,pan_z
1324,Norway,Stavanger,International School of Stavanger,High,,pan_z
1325,Norway,Porsgrunn,International School Telemark,High,,pan_z
1326,Norway,Kongsberg,Kongsberg International School,High,,pan_z
1327,Norway,Oslo,Northern Lights International School,High,,pan_z
1328,Norway,Oslo,Oslo International School,High,"Bekkestua, Bærum",pan_z
1329,Norway,Sandefjord,Skagerak International School,High,,pan_z
1330,Norway,Tromso,Tromso International School,High,,pan_z
1331,Norway,Trondheim,Trondheim International School,High,,pan_z
1332,Oman,Muscat,A'Soud Global School,Medium,"Group with Muscat, Salalah and Duqm campuses",pan_z
1333,Oman,Muscat,ABA Oman International School,High,,pan_z
1334,Oman,Sohar,Al Batinah International School,High,,pan_z
1335,Oman,Muscat,Al Ibdaa International School,High,,pan_z
1336,Oman,Muscat,Al Sahwa Schools,High,,pan_z
1337,Oman,Muscat,Al Shomoukh International School,Medium,,pan_z
1338,Oman,Muscat,American International School Muscat,High,,pan_z
1339,Oman,Muscat,Assalam International Group,Low,,pan_z
1340,Oman,Muscat,Azzan Bin Qais Private School,High,,pan_z
1341,Oman,Muscat,British School Muscat,High,,pan_z
1342,Oman,Salalah,British School Salalah,High,,pan_z
1343,Oman,Muscat,Cheltenham Muscat,High,,pan_z
1344,Oman,Muscat,Future Pioneers International School,Medium,,pan_z
1345,Oman,Muscat,Gulf International School,High,,pan_z
1346,Oman,Sur,Hay Al Sharooq International School,High,,pan_z
1347,Oman,Jalan Bani Bu Ali,Jalan Private School,Low,,pan_z
1348,Oman,Muscat,Knowledge Gate International School,High,,pan_z
1349,Oman,Muscat,Muscat International School,High,,pan_z
1350,Oman,Muscat,OurPlanet International School,High,,pan_z
1351,Oman,Muscat,PDO School,High,Ras Al Hamra,pan_z
1352,Oman,Muscat,Polyglot Institute,High,"Language institute, not a school",pan_z
1353,Oman,Sur,Qabas Oman School,High,,pan_z
1354,Oman,Muscat,Royal Guard of Oman Technical College,High,Seeb,pan_z
1355,Oman,Muscat,Sarh Al Jaameah Private School,High,SQU campus,pan_z
1356,Oman,Muscat,Seeb International School Muscat,High,,pan_z
1357,Oman,Muscat,Sultan's School,High,Seeb,pan_z
1358,Oman,Al Buraimi,Tawam International School,High,,pan_z
1359,Oman,Muscat,United Private Schools,High,,pan_z
1360,Oman,Nizwa,University of Nizwa,High,"University, not a school",pan_z
1361,Pakistan,Lahore,International School Choueifat,High,,pan_z
1362,Pakistan,Islamabad,International School Islamabad,High,,pan_z
1363,Pakistan,Karachi,Karachi American School,High,,pan_z
1364,Pakistan,Lahore,Lahore American School,High,,pan_z
1365,Pakistan,Lahore,Lahore Grammar School,High,Group with many campuses,pan_z
1366,Palestine,Gaza,American International School Gaza,High,,pan_z
1367,Palestine,Nablus,Pioneers Baccalaureate School,High,,pan_z
1368,Panama,Panama City,International School of Panama,High,,pan_z
1369,Panama,Panama City,King's College,High,,pan_z
1370,Panama,Panama City,Magen David Academy,High,,pan_z
1371,Panama,Panama City,Metropolitan School of Panama,High,,pan_z
1372,Panama,Panama City,The Casco School,High,,pan_z
1373,Papua New Guinea,Port Moresby,Ela Murray International School,High,,pan_z
1374,Papua New Guinea,Port Moresby,International Educational Agency IEA,High,Group operating schools nationwide; HQ Port Moresby,pan_z
1375,Papua New Guinea,Port Moresby,Port Moresby International School,High,,pan_z
1376,Paraguay,Asuncion,American School of Asuncion,High,,pan_z
1377,Paraguay,Asuncion,Asuncion Christian Academy,High,,pan_z
1378,Paraguay,Asuncion,Pan American International School,High,,pan_z
1379,Peru,Lima,Colegio EuroAmericano,High,Pachacamac,pan_z
1380,Peru,Lima,Colegio Peruano Britanico,High,,pan_z
1381,Peru,Lima,Colegio Roosevelt Lima,High,,pan_z
1382,Peru,Cajamarca,Davy College,High,,pan_z
1383,Peru,Lima,Markham College,High,,pan_z
1384,Peru,Lima,Newton College,High,,pan_z
1385,Peru,Lima,San Silvestre School,High,,pan_z
1386,Philippines,Subic Bay,American International School Subic,High,Subic Bay Freeport Zone (Olongapo area),pan_z
1387,Philippines,Subic Bay,Brent International School Subic,High,Subic Bay Freeport Zone,pan_z
1388,Philippines,Manila,Brent International Schools,High,"Group; main campus Biñan, Laguna (Metro Manila area)",pan_z
1389,Philippines,Manila,British School Manila Philippines,High,,pan_z
1390,Philippines,Cebu,Cebu International School,High,,pan_z
1391,Philippines,Manila,German European School Manila,High,,pan_z
1392,Philippines,Cebu,Harvest Christian School International Cebu,High,,pan_z
1393,Philippines,Manila,International School Manila,High,,pan_z
1394,Philippines,Manila,King's School Manila,High,,pan_z
1395,Philippines,Manila,Mahatma Gandhi International,High,Pasay City,pan_z
1396,Philippines,Angeles City,Noblesse International School,High,,pan_z
1397,Philippines,Manila,Reedley International School,High,Pasig City,pan_z
1398,Philippines,Angeles City,Saint Paul American School,High,Clark Freeport Zone,pan_z
1399,Poland,Warsaw,American School of Warsaw,High,,pan_z
1400,Poland,Lodz,British International School of the University of Lodz,High,,pan_z
1401,Poland,Warsaw,British School Warsaw,High,,pan_z
1402,Poland,Krakow,Embassy International School Krakow,High,,pan_z
1403,Poland,Warsaw,International American School Warsaw,High,,pan_z
1404,Poland,Krakow,International School Krakow,High,,pan_z
1405,Poland,Warsaw,International School Warsaw,High,,pan_z
1406,Poland,Warsaw,International Trilingual School Warsaw,High,,pan_z
1407,Poland,Wroclaw,IPS International School,High,Also a Rzeszow campus; main Wroclaw,pan_z
1408,Poland,Warsaw,Vancouver Schools,High,,pan_z
1409,Poland,Poznan,World International School,High,"Suchy Las, Poznan",pan_z
1410,Poland,Wroclaw,Wroclaw Cosmopolitan School,High,,pan_z
1411,Poland,Wroclaw,Wroclaw International School,High,,pan_z
1412,Portugal,Lisbon,Brave Generation Academy,Medium,Hub network; HQ Lisbon area,pan_z
1413,Portugal,Sintra,Carlucci American International School,High,"Linhó, Sintra",pan_z
1414,Portugal,Joinville,Escao Internacional SOCIESC,Medium,"Listed under wrong country on source: SOCIESC is in Joinville, Brazil; name typo (Escola)",pan_z
1415,Portugal,Cascais,International Christian School of Cascais,High,,pan_z
1416,Portugal,Funchal,International Sharing School Madeira,High,,pan_z
1417,Portugal,Oeiras,International Sharing School Taguspark,High,,pan_z
1418,Portugal,Cascais,King's College School Cascais,High,,pan_z
1419,Portugal,Oeiras,Oeiras International School,High,,pan_z
1420,Portugal,Almancil,Park International School,High,Algarve,pan_z
1421,Portugal,Estoril,Santo António International School,High,Cascais municipality,pan_z
1422,Portugal,Cascais,St. Dominic's International School,High,São Domingos de Rana,pan_z
1423,Portugal,Cascais,St. Julian's School,High,Carcavelos,pan_z
1424,Portugal,Palmela,St. Peter's International School,High,,pan_z
1425,Portugal,Sintra,TASIS Portugal,High,"Linhó, Sintra",pan_z
1426,Portugal,Lisbon,United Lisbon International School,High,,pan_z
1427,Puerto Rico,Guayama,Guamani Private School,High,,pan_z
1428,Puerto Rico,Dorado,TASIS Dorado,High,,pan_z
1429,Qatar,Doha,Academic Bridge Program,High,Qatar Foundation,pan_z
1430,Qatar,Doha,ACS Doha International School,High,,pan_z
1431,Qatar,Doha,Al Arqam Academy,High,,pan_z
1432,Qatar,Doha,Al Jazeera Academy Doha,High,,pan_z
1433,Qatar,Al Khor,Al Khor International School,High,,pan_z
1434,Qatar,Doha,Al Maha Academy for Boys,High,,pan_z
1435,Qatar,Doha,Al Maha Adademy for Girls,High,"Typo on source: ""Adademy""",pan_z
1436,Qatar,Doha,American School of Doha,High,,pan_z
1437,Qatar,Doha,Awsaj Academy,High,,pan_z
1438,Qatar,Doha,Blyth Academy,High,,pan_z
1439,Qatar,Doha,Cambridge International School Qatar,High,,pan_z
1440,Qatar,Doha,Cambridge School Doha,High,,pan_z
1441,Qatar,Doha,Cedars School (Tutoring),Medium,,pan_z
1442,Qatar,Al Khor,Compass International School Al Khor,High,,pan_z
1443,Qatar,Doha,Compass International Schools Doha,High,,pan_z
1444,Qatar,Doha,Doha Academy,High,,pan_z
1445,Qatar,Doha,Doha British School,High,,pan_z
1446,Qatar,Doha,Doha College,High,,pan_z
1447,Qatar,Doha,Doha English Speaking School,High,,pan_z
1448,Qatar,Dukhan,Dukhan English Academy Doha,Medium,Name says both Dukhan and Doha; Dukhan English School is in Dukhan,pan_z
1449,Qatar,Doha,Durham School for Girls,High,,pan_z
1450,Qatar,Doha,Edison International Academy,High,,pan_z
1451,Qatar,Al Khor,English Modern School Al Khor,High,,pan_z
1452,Qatar,Al Wakra,English Modern School Al Wakra,High,,pan_z
1453,Qatar,Doha,English Modern School Doha,High,,pan_z
1454,Qatar,Doha,Etqan Global Academy,High,,pan_z
1455,Qatar,Doha,Foundation Program Qatar University,High,,pan_z
1456,Qatar,Doha,GEMS American Academy Qatar,High,,pan_z
1457,Qatar,Doha,GEMS Wellington School Qatar,High,,pan_z
1458,Qatar,Doha,Gulf English School,High,,pan_z
1459,Qatar,Doha,Hamilton International School,High,,pan_z
1460,Qatar,Doha,Hayat Universal Bilingual School,High,,pan_z
1461,Qatar,Doha,International School London,High,"ISL Qatar, Doha",pan_z
1462,Qatar,Doha,King's College Doha,High,,pan_z
1463,Qatar,Mesaieed,Mesaieed International School,High,,pan_z
1464,Qatar,Doha,Michael E DeBakey High School Qatar,High,,pan_z
1465,Qatar,Doha,Newton British School,High,,pan_z
1466,Qatar,Doha,Newton International Academy,High,,pan_z
1467,Qatar,Doha,Newton International Academy Smash,High,,pan_z
1468,Qatar,Doha,Newton International School,High,,pan_z
1469,Qatar,Doha,Newton International School D Ring,High,,pan_z
1470,Qatar,Al Khor,Nord Anglia International School Al Khor,High,,pan_z
1471,Qatar,Doha,Pearling Season International British School,High,,pan_z
1472,Qatar,Al Khor,Qatar Academy Al Khor,High,,pan_z
1473,Qatar,Al Wakra,Qatar Academy Al Wakra,High,,pan_z
1474,Qatar,Doha,Qatar Academy Doha,High,,pan_z
1475,Qatar,Doha,Qatar Academy Sidra,High,,pan_z
1476,Qatar,Doha,Qatar Canadian School,High,,pan_z
1477,Qatar,Doha,Qatar International School,High,,pan_z
1478,Qatar,Doha,Qatar Leadership Academy,High,Al Khor area (Qatar Foundation); commonly listed as Doha,pan_z
1479,Qatar,Doha,Royal Guildford Grammar School,Medium,,pan_z
1480,Qatar,Doha,SEK International School,High,,pan_z
1481,Qatar,Doha,Sherborne,High,Sherborne Qatar,pan_z
1482,Qatar,Doha,Supreme Education Council,High,"Government body, not a school",pan_z
1483,Qatar,Doha,Swiss International School Qatar,High,,pan_z
1484,Qatar,Doha,United School International,Medium,,pan_z
1485,Qatar,Doha,Valley Forge Academy Qatar,High,,pan_z
1486,Qatar,Doha,Vision International School,High,,pan_z
1487,Romania,Bucharest,American International School Bucharest,High,,pan_z
1488,Romania,Bucharest,Avenor College Bucharest,High,,pan_z
1489,Romania,Timisoara,British International School Timisoara,High,,pan_z
1490,Romania,Bucharest,British School Bucharest,High,,pan_z
1491,Romania,Bucharest,Cambridge School Bucharest,High,,pan_z
1492,Romania,Bucharest,Fundatia International British School,High,,pan_z
1493,Romania,Bucharest,International School Bucharest,High,,pan_z
1494,Romania,Cluj-Napoca,Transylvania College,High,,pan_z
1495,Romania,Bucharest,Verita School,High,,pan_z
1496,Russia,Yelabuga,Alabuga International School,High,"Alabuga SEZ, Tatarstan",pan_z
1497,Russia,Moscow,Anglo-American School Moscow,High,,pan_z
1498,Russia,Kazan,Bala-City International School,High,,pan_z
1499,Russia,Moscow,British International School Moscow,High,,pan_z
1500,Russia,Moscow,Brookes Moscow,High,,pan_z
1501,Russia,Saint Petersburg,Brookes St. Petersburg,High,,pan_z
1502,Russia,Moscow,Cambridge International School,High,Group; main campus Moscow,pan_z
1503,Russia,Moscow,E. M. Primakov Gymnasium,High,"Odintsovo, Moscow region",pan_z
1504,Russia,Moscow,English International School Moscow,High,,pan_z
1505,Russia,Moscow,English Nursery and Primary School,High,,pan_z
1506,Russia,Moscow,Heritage International School Moscow,High,,pan_z
1507,Russia,Saint Petersburg,Insight School Saint Petersburg,High,,pan_z
1508,Russia,Kazan,International School Kazan,High,,pan_z
1509,Russia,Moscow,International School Moscow,High,,pan_z
1510,Russia,Moscow,Riverside International Primary School Moscow,High,,pan_z
1511,Rwanda,Kigali,Green Hills Academy,High,,pan_z
1512,Rwanda,Kigali,International School Kigali,High,,pan_z
1513,Saint Martin,Cupecoy,Caribbean International Academy,High,Located in Sint Maarten (Dutch side),pan_z
1514,Saint Martin,Philipsburg,St. Maarten International School,Low,Sint Maarten (Dutch side); exact town not confirmed,pan_z
1515,Saudi Arabia,Jeddah,Advanced Generations Schools,High,,pan_z
1516,Saudi Arabia,Riyadh,Advanced Learning Schools,High,,pan_z
1517,Saudi Arabia,Riyadh,Al Forsan International Schools,Medium,,pan_z
1518,Saudi Arabia,Taif,Al Hada International School,High,,pan_z
1519,Saudi Arabia,Riyadh,Al Tarbia Al Islamia School Riyadh,High,,pan_z
1520,Saudi Arabia,Riyadh,Alalameen International School,High,,pan_z
1521,Saudi Arabia,Riyadh,Aldenham Prep School,High,,pan_z
1522,Saudi Arabia,Riyadh,Alfaris International School,High,,pan_z
1523,Saudi Arabia,Jeddah,American International School Jeddah,High,,pan_z
1524,Saudi Arabia,Riyadh,American International School Riyadh,High,,pan_z
1525,Saudi Arabia,Jeddah,Andalus International School,Medium,,pan_z
1526,Saudi Arabia,Riyadh,Artal Preparatory School,High,,pan_z
1527,Saudi Arabia,Khamis Mushait,Asir Academy,High,,pan_z
1528,Saudi Arabia,Al Khobar,Bayan Gardens School,High,,pan_z
1529,Saudi Arabia,Al Khobar,British International School Al Khobar,High,,pan_z
1530,Saudi Arabia,Jeddah,British International School Jeddah,High,,pan_z
1531,Saudi Arabia,Riyadh,British International School Riyadh,High,,pan_z
1532,Saudi Arabia,Riyadh,Brooke House College Riyadh,High,,pan_z
1533,Saudi Arabia,Dhahran,Dhahran Ahliyya Schools,High,,pan_z
1534,Saudi Arabia,Riyadh,Downe House Riyadh,High,,pan_z
1535,Saudi Arabia,Riyadh,Future Window International School,High,,pan_z
1536,Saudi Arabia,Hail,Hail University,High,"University, not a school",pan_z
1537,Saudi Arabia,Riyadh,International Institute for Languages,Medium,"Language institute, not a school",pan_z
1538,Saudi Arabia,Al Khobar,International Programs School,High,,pan_z
1539,Saudi Arabia,Tabuk,International School Tabuk,High,,pan_z
1540,Saudi Arabia,Dhahran,ISG – American School Dhahran,High,,pan_z
1541,Saudi Arabia,Dhahran,ISG – British School Dhahran,High,,pan_z
1542,Saudi Arabia,Dhahran,ISG Dhahran,High,,pan_z
1543,Saudi Arabia,Dhahran,ISG Dhahran High School,High,,pan_z
1544,Saudi Arabia,Jubail,ISG Jubail School,High,,pan_z
1545,Saudi Arabia,Yanbu,Yanbu International School,High,,pan_z
1546,Saudi Arabia,Jeddah,Jeddah Knowledge School,High,,pan_z
1547,Saudi Arabia,Jeddah,Jeddah Prep and Grammar School,High,,pan_z
1548,Saudi Arabia,Jeddah,Jeddah Private International School,High,,pan_z
1549,Saudi Arabia,Thuwal,Kaust School at King Abdullah University,High,,pan_z
1550,Saudi Arabia,Riyadh,King Faisal School,High,,pan_z
1551,Saudi Arabia,Riyadh,King's College Riyadh,High,,pan_z
1552,Saudi Arabia,Riyadh,Kingdom Schools,High,,pan_z
1553,Saudi Arabia,Riyadh,M-Trading & Recruitment Solution,Low,Not a school (recruitment company); location unconfirmed,pan_z
1554,Saudi Arabia,Riyadh,Misk Schools,High,,pan_z
1555,Saudi Arabia,Hofuf,Nada International School,High,Al Ahsa,pan_z
1556,Saudi Arabia,Jeddah,Nahda Academy,Medium,,pan_z
1557,Saudi Arabia,NEOM,NEOM Community School No.1,High,Tabuk Province,pan_z
1558,Saudi Arabia,Riyadh,Nobles International School,High,,pan_z
1559,Saudi Arabia,Jeddah,Nun Academy,High,,pan_z
1560,Saudi Arabia,Unaizah,Pnaizah Female College,Medium,"Typo on source: ""Pnaizah"" = Unaizah; college, not a school",pan_z
1561,Saudi Arabia,Al Khobar,Prince Mohammad bin Fahd University,High,"University, not a school",pan_z
1562,Saudi Arabia,Riyadh,Reigate Grammar School Riyadh,High,,pan_z
1563,Saudi Arabia,Riyadh,Riyadh Schools,High,,pan_z
1564,Saudi Arabia,Dammam,Rowad Al Khaleej,High,,pan_z
1565,Saudi Arabia,Dhahran,Saudi Aramco Schools,High,Group; HQ Dhahran,pan_z
1566,Saudi Arabia,Riyadh,SEK International School Riyadh,High,,pan_z
1567,Saudi Arabia,Riyadh,Tarbiyah Namouthajiyah Schools,High,,pan_z
1568,Saudi Arabia,King Abdullah Economic City,The World Academy,High,Rabigh area,pan_z
1569,Saudi Arabia,Jeddah,Waad Academy School,High,,pan_z
1570,Senegal,Dakar,International School Dakar,High,,pan_z
1571,Serbia,Belgrade,Britannica International School Belgrade,High,,pan_z
1572,Serbia,Belgrade,British International School Belgrade,High,,pan_z
1573,Serbia,Belgrade,Brook Hill International School,High,,pan_z
1574,Serbia,Belgrade,International School Belgrade,High,,pan_z
1575,Seychelles,Victoria,International School Seychelles,High,,pan_z
1576,Singapore,Singapore,Anglo Chinese School International,High,,pan_z
1577,Singapore,Singapore,Australian International School,High,,pan_z
1578,Singapore,Singapore,Brighton College Singapore,High,,pan_z
1579,Singapore,Singapore,Canadian International School,High,,pan_z
1580,Singapore,Singapore,Chatsworth International School,High,,pan_z
1581,Singapore,Singapore,Chinese International School,High,,pan_z
1582,Singapore,Singapore,Dover Court Preparatory School,High,,pan_z
1583,Singapore,Singapore,Etonhouse International School Broadrick,High,,pan_z
1584,Singapore,Singapore,EtonHouse International School Orchard,High,,pan_z
1585,Singapore,Singapore,Etonhouse International School Singapore,High,,pan_z
1586,Singapore,Johor Bahru,Excelsior International School,Medium,"Listed under wrong country on source: Excelsior International School is in Johor Bahru, Malaysia",pan_z
1587,Singapore,Singapore,GEMS World Academy,High,,pan_z
1588,Singapore,Singapore,German European School Singapore,High,,pan_z
1589,Singapore,Singapore,International Community School,High,,pan_z
1590,Singapore,Singapore,International French School,High,,pan_z
1591,Singapore,Singapore,International School Singapore,High,,pan_z
1592,Singapore,Singapore,Invictus International School,High,,pan_z
1593,Singapore,Singapore,Nexus International School Singapore,High,,pan_z
1594,Singapore,Singapore,North London Collegiate School Singapore,High,,pan_z
1595,Singapore,Singapore,NPS International School,High,,pan_z
1596,Singapore,Singapore,One World International School,High,,pan_z
1597,Singapore,Singapore,Overseas Family School,High,,pan_z
1598,Singapore,Singapore,Singapore American School,High,,pan_z
1599,Singapore,Singapore,Singapore Korean International School,High,,pan_z
1600,Singapore,Singapore,St. Joseph´s Institution International,High,,pan_z
1601,Singapore,Singapore,Stamford American International,High,,pan_z
1602,Singapore,Singapore,Tanglin Trust School,High,,pan_z
1603,Singapore,Singapore,The Perse School Singapore,High,,pan_z
1604,Singapore,Singapore,United World College Southeast Asia,High,,pan_z
1605,Singapore,Singapore,XCL World Academy,High,,pan_z
1606,Slovakia,Bratislava,Cambridge International School,High,,pan_z
1607,Slovakia,Bratislava,Galileo School Bratislava,High,,pan_z
1608,Slovakia,Trnava,Private Bilingual High School BESST,High,,pan_z
1609,Slovakia,Bratislava,QSI International School Bratislava,High,,pan_z
1610,Slovakia,Kosice,QSI International School of Kosice,High,,pan_z
1611,Slovenia,Ljubljana,British International School of Ljubljana,High,,pan_z
1612,Slovenia,Ljubljana,International School of Ljubljana,High,,pan_z
1613,Solomon Islands,Honiara,Woodford International School,High,,pan_z
1614,Somalia (to include Somaliland),Abaarso,Abaarso School of Science and Technology,High,"village near Hargeisa, Somaliland",pan_z
1615,South Africa,Johannesburg,African Leadership Academy,High,"Honeydew, Roodepoort",pan_z
1616,South Africa,Cape Town,American International School Cape Town,High,,pan_z
1617,South Africa,Johannesburg,American International Johannesburg,High,also Pretoria campus,pan_z
1618,South Africa,Johannesburg,Dayspring International Cambridge,Low,could not verify location,pan_z
1619,South Africa,Mahikeng,International School South Africa,High,Mafikeng,pan_z
1620,Spain,Almunecar,Almunecar International School,High,,pan_z
1621,Spain,Altea,Altea International School,High,,pan_z
1622,Spain,Palma,American International School Mallorca,High,"Marratxi, Mallorca",pan_z
1623,Spain,Barcelona,American School Barcelona,High,Esplugues de Llobregat,pan_z
1624,Spain,Bilbao,American School Bilbao,High,Berango,pan_z
1625,Spain,Las Palmas,American School Las Palmas,High,,pan_z
1626,Spain,Madrid,American School Madrid,High,,pan_z
1627,Spain,Valencia,American School Valencia,High,Pucol,pan_z
1628,Spain,Madrid,Aquinas American School,High,,pan_z
1629,Spain,Malaga,Atlas American School Malaga,High,,pan_z
1630,Spain,Palma,Baleares International College,Medium,"Calvia, Mallorca",pan_z
1631,Spain,Palma,Bellver International College,High,,pan_z
1632,Spain,Barcelona,Benjamin Franklin International School,High,,pan_z
1633,Spain,Benalmadena,British College Benalmadena,High,,pan_z
1634,Spain,Valencia,British College La Cañada,High,Paterna,pan_z
1635,Spain,Madrid,British Council School Madrid,High,Pozuelo de Alarcon,pan_z
1636,Spain,Alicante,British School Alicante,High,,pan_z
1637,Spain,Almeria,British School Alimeria,High,typo on source: Alimeria,pan_z
1638,Spain,Barcelona,British School Barcelona,High,Castelldefels,pan_z
